path	n_cols	n_lines	sampled_line	line_text
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_praster_V/prot_1877-1878_praster_V-0493.pdf	1	41	3	ningar årligen att stiga till 727,000 mark och denna kostnad är
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_praster_V/prot_1877-1878_praster_V-0493.pdf	1	41	21	ovilkorligen skola hållas hvarje år.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/prot_1877-1878_praster_V/prot_1877-1878_praster_V-0493.pdf	1	41	34	Domprosten Renvall: Jag fattar ej, huru man skall
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/ptk_1877-1878_talonpojat_II/ptk_1877-1878_talonpojat_II-0442.pdf	1	44	3	vara en ganska naturlig sak. Ty för det första betala de åt sina
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/ptk_1877-1878_talonpojat_II/ptk_1877-1878_talonpojat_II-0442.pdf	1	44	5	äfven detta erlägges vanligen i penningar, såsom ock andra afgifter,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/ptk_1877-1878_talonpojat_II/ptk_1877-1878_talonpojat_II-0442.pdf	1	44	11	gröda som jorden bär och hvarje kräk som har lif. Denna svårig-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/ptk_1877-1878_talonpojat_I/ptk_1877-1878_talonpojat_I-0405.pdf	1	44	24	pojat itse kantaa edusmiehiensä kautta, jotka ovat siihen valtuutetut
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/ptk_1877-1878_talonpojat_I/ptk_1877-1878_talonpojat_I-0405.pdf	1	44	36	yttrande, att Hans Kejserliga Majestät icke skulle låna ett villigt
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/ptk_1877-1878_talonpojat_I/ptk_1877-1878_talonpojat_I-0405.pdf	1	44	38	upplåtet»
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/ptk_1877-1878_talonpojat_I/ptk_1877-1878_talonpojat_I-0798.pdf	1	40	6	herroja, niin tahdon vaan huomattaa, ettei tässä ole kysymys, minkä
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/ptk_1877-1878_talonpojat_I/ptk_1877-1878_talonpojat_I-0798.pdf	1	40	15	sen toimen tosin kuuluvan hänen velvollisuuteensa, vaan olevan mah-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877-1878/ptk_1877-1878_talonpojat_I/ptk_1877-1878_talonpojat_I-0798.pdf	1	40	35	eller ej, så motsätter jag mig inbjudningen. Ett sådant beslut an-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877/prot_1877_adeln_II/prot_1877_adeln_II-0051.pdf	1	48	30	dessutom icke, hvartill den stora skatten, sådan den nu är före-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877/prot_1877_adeln_II/prot_1877_adeln_II-0051.pdf	1	48	34	das, såsom propositionen föreslår, till en ersättning för de hus-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877/prot_1877_adeln_II/prot_1877_adeln_II-0051.pdf	1	48	48	också för dyrbar egendom, husdjuren. Dessa yttranden hafva va-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877/prot_1877_adeln_I/prot_1877_adeln_I-0227.pdf	1	47	4	styrelse bör förfara, då tvifvel förekomma i förevarande afseende.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877/prot_1877_adeln_I/prot_1877_adeln_I-0227.pdf	1	47	29	ningar, tillkomna med regentens och ständernas begifvande. Att
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877/prot_1877_adeln_I/prot_1877_adeln_I-0227.pdf	1	47	36	utskottets betänkande, har jag trott mig vara manad att, såvidt
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877/prot_1877_adeln_I/prot_1877_adeln_I-0410.pdf	1	48	18	upprepande af det förslag, som väcktes vid senaste landtdag af
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877/prot_1877_adeln_I/prot_1877_adeln_I-0410.pdf	1	48	27	medan här åter icke är fråga om historieforskning, utan om en
https://pdf.swedeb.se/valtiopaivat-records-pdf/1877/prot_1877_adeln_I/prot_1877_adeln_I-0410.pdf	1	48	29	flyttbara, i sin vård. Detta är något annat än en akademi för
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_adeln_III/prot_1882_adeln_III-0367.pdf	1	46	16	lämpligaste och eliminera felen. Detta hade varit ett naturligt
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_adeln_III/prot_1882_adeln_III-0367.pdf	1	46	26	Herr Taube: Då några ärade medlemmar af det Högloftliga
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_adeln_III/prot_1882_adeln_III-0367.pdf	1	46	37	och utskottets deröfver afgifna betänkande, hvarför kom
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_adeln_III/prot_1882_adeln_III-0419.pdf	1	48	25	diga förordningen af den 26 juli 1878, dock så att paragraferna
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_adeln_III/prot_1882_adeln_III-0419.pdf	1	48	34	Karl Fred. Ignatius.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_adeln_III/prot_1882_adeln_III-0419.pdf	1	48	39	med år 1882. Då emellertid alla beräkningar baserats på en all-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_adeln_II/prot_1882_adeln_II-0074.pdf	1	48	2	ste vara ganska främmande, hvarför det särskildt för detta stånd
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_adeln_II/prot_1882_adeln_II-0074.pdf	1	48	28	endast tages i betraktande, denna anses såsom ett särskilt ämne.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_adeln_II/prot_1882_adeln_II-0074.pdf	1	48	30	angående den grund, på hvilken detaljgranskningen bör byggas.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_borgare_III/prot_1882_borgare_III-0010.pdf	1	40	2	som här blifvit gjord, ber jag att få anmärka, att denna näppeli-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_borgare_III/prot_1882_borgare_III-0010.pdf	1	40	4	hvarifrån de skola tagas säger § 36 i L. O. Vi skola bestämma
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_borgare_III/prot_1882_borgare_III-0010.pdf	1	40	38	hålla vigten af denna angelägenhet och yttermera petitionera om
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_borgare_I/prot_1882_borgare_I-0012.pdf	1	32	6	juriskandidat, villig att vid innevarande landtdag blifva Borgare-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_borgare_I/prot_1882_borgare_I-0012.pdf	1	32	8	huruvida detsamma ville till nämnde befattning antaga den så-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_borgare_I/prot_1882_borgare_I-0012.pdf	1	32	15	justering utdrag ur ståndets protokoll för den 23 Januari.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_borgare_I/prot_1882_borgare_I-0202.pdf	1	46	15	till 60, skulle, ifall man ville bereda plats för hvarje barn i skol-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_borgare_I/prot_1882_borgare_I-0202.pdf	1	46	27	o. s. v. Att ett dylikt stadgande icke vore för strängt framgår
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_borgare_I/prot_1882_borgare_I-0202.pdf	1	46	32	sannolikt jemväl några andra kommuner, särskildt i norra Finland,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_praster_III/prot_1882_praster_III-0010.pdf	1	47	17	färdig. Vidare skulle gemensamma möten för folkskolelärare, der
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_praster_III/prot_1882_praster_III-0010.pdf	1	47	29	86% af dessa inspektörer landets presterskap. Denna omstän-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_praster_III/prot_1882_praster_III-0010.pdf	1	47	46	kommer att införa denna, på sätt och vis, uti ett nytt utvecklings-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_praster_I/prot_1882_praster_I-0012.pdf	1	39	5	från 1863 års landtdag, då tal. hade äran fungera såsom notarie
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_praster_I/prot_1882_praster_I-0012.pdf	1	39	18	stämd åsigt om det ena förslagets företräde framför det andra:
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_praster_I/prot_1882_praster_I-0012.pdf	1	39	28	förslag till kansliets ordnande och jemte detta inkomma till Stån-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_praster_I/prot_1882_praster_I-0202.pdf	1	45	7	icke äro så betydliga, att man kan räkna på att personer skola
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_praster_I/prot_1882_praster_I-0202.pdf	1	45	34	landtdagsordningen i dess senare moment står, att „ej må i en
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/prot_1882_praster_I/prot_1882_praster_I-0202.pdf	1	45	42	jag nu har anmärkt, ej i någon händelse remitteras till utskotts
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/ptk_1882_talonpojat_II/ptk_1882_talonpojat_II-0075.pdf	1	33	19	Edusmies Avellan, että toisella rivillä 43 sivulla on sana
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/ptk_1882_talonpojat_II/ptk_1882_talonpojat_II-0075.pdf	1	33	27	Keskustelun päätyttyä hyväksyi sääty 28 §:n niillä muistu-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/ptk_1882_talonpojat_II/ptk_1882_talonpojat_II-0075.pdf	1	33	31	jetettamista varten» pitäisi olla »kuljettamisen kautta».
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/ptk_1882_talonpojat_II/ptk_1882_talonpojat_II-0663.pdf	1	43	12	— n:o 9, K. Senaatin valtiovarain toimituskunnan säädyille antaman ker-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/ptk_1882_talonpojat_II/ptk_1882_talonpojat_II-0663.pdf	1	43	20	ys. p. 1231.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/ptk_1882_talonpojat_II/ptk_1882_talonpojat_II-0663.pdf	1	43	24	— n:o 12, arm. esit. n:o 23 johdosta, joka koskee rahanmääräystä rauta-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/ptk_1882_talonpojat_I/ptk_1882_talonpojat_I-0125.pdf	1	44	26	laiset, jotka veroillansa kannattavat valtiolaitosta ja ruotsinkielisiä
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/ptk_1882_talonpojat_I/ptk_1882_talonpojat_I-0125.pdf	1	44	29	että näitä kouluja on perustettu ainoastaan välttämättömän tarpeen
https://pdf.swedeb.se/valtiopaivat-records-pdf/1882/ptk_1882_talonpojat_I/ptk_1882_talonpojat_I-0125.pdf	1	44	31	kerran on kieltämätön.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_adeln_III/prot_1885_adeln_III-0301.pdf	1	48	15	derå, om det är förnuftigt att vid uppförande af allmänna bygg-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_adeln_III/prot_1885_adeln_III-0301.pdf	1	48	22	nande af alla dessa, såsom utskottet har uttryckt sig, ideala sy-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_adeln_III/prot_1885_adeln_III-0301.pdf	1	48	26	männa statsmedlen och deras förvaltning, skulle öfvergå till sjelfva
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_adeln_II/prot_1885_adeln_II-0072.pdf	1	48	20	uttalade principen att regeringen ensam och fritt får disponera
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_adeln_II/prot_1885_adeln_II-0072.pdf	1	48	22	vill icke alls tillåta mig att ur L. O. söka bevisa att åtminstone
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_adeln_II/prot_1885_adeln_II-0072.pdf	1	48	43	detsamma, det i sådant fall är en afvikelse från det tillvägagående,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_adeln_II/prot_1885_adeln_II-0278.pdf	1	36	2	Protokollsutdrag öfver ståndets vid senaste plenum fattade
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_adeln_II/prot_1885_adeln_II-0278.pdf	1	36	17	Lindfors och von Christierson, E. W.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_adeln_II/prot_1885_adeln_II-0278.pdf	1	36	32	ningsvis att äfven Wasklot holme lämpade sig till en ändapunkt för
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_borgare_III/prot_1885_borgare_III-0294.pdf	1	47	7	de höra ej heller till kommunens särskilda angelägenheter. Skulle
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_borgare_III/prot_1885_borgare_III-0294.pdf	1	47	22	utgöra ett judicielt område, utan att deta senare mycket väl kunde
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_borgare_III/prot_1885_borgare_III-0294.pdf	1	47	29	— men också om den omfattas blott af en minoritet — i alla
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_borgare_I/prot_1885_borgare_I-0068.pdf	1	42	2	nola stad.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_borgare_I/prot_1885_borgare_I-0068.pdf	1	42	3	Helsingfors den 27 Januari 1885.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_borgare_I/prot_1885_borgare_I-0068.pdf	1	42	33	morgongåfva, giftorätt och arfsrätt, genom hvilken sistnämnda för-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_borgare_I/prot_1885_borgare_I-0302.pdf	1	48	13	bestridda i ungefär samma förhållande, skulle jag hemställa hos
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_borgare_I/prot_1885_borgare_I-0302.pdf	1	48	18	slag borde höjas till ett högre belopp.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_borgare_I/prot_1885_borgare_I-0302.pdf	1	48	21	städerna pensionering, ett önskningsmål, om hvars tillgodoseende
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_papisto_II/prot_1885_papisto_II-0127.pdf	1	47	18	koko kansaa henkisessä suhteessa, niin pidän sentähden valtion
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_papisto_II/prot_1885_papisto_II-0127.pdf	1	47	26	teitä, mitä on tässä keskustelussa esiintuotu, olen katsonut täy-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_papisto_II/prot_1885_papisto_II-0127.pdf	1	47	30	sen vähän kokemuksen mukaan, mitä minulla on ollut kansa
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_papisto_II/prot_1885_papisto_II-0626.pdf	1	47	1	mus-ehdotuksen johdosta, jotka takoittavat suomalaisen kaup-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_papisto_II/prot_1885_papisto_II-0626.pdf	1	47	11	den varma asema muka tulee olemaan proletaarin. Kääntykää,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_papisto_II/prot_1885_papisto_II-0626.pdf	1	47	33	oloissa niin tärkeäksi. Valiokunnan enemmistön jäsenet muis-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_papisto_I/prot_1885_papisto_I-0579.pdf	1	46	19	Godkänner högvördiga ståndet klämmen uti förevarande
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_papisto_I/prot_1885_papisto_I-0579.pdf	1	46	30	Godkänner högvördiga ståndet allmänna besvärsutskottets
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/prot_1885_papisto_I/prot_1885_papisto_I-0579.pdf	1	46	34	rande betänkande intages ett tillägg i det af prosten Lyra
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/ptk_1885_talonpojat_III/ptk_1885_talonpojat_III-0055.pdf	1	48	20	olevan asetusehdotuksen, vastalauseen ehdottamassa muodossa, hy-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/ptk_1885_talonpojat_III/ptk_1885_talonpojat_III-0055.pdf	1	48	28	mitä minä aijoin sanoa. Näyttää siltä kuin täällä luultaisiin, että
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/ptk_1885_talonpojat_III/ptk_1885_talonpojat_III-0055.pdf	1	48	41	rykeneista, jos nimittäin huolitaan niihin laittaa tarpeellisia ja kel-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/ptk_1885_talonpojat_I/ptk_1885_talonpojat_I-0229.pdf	1	46	30	ri-Valtiosihteerin allekirjoittamat esitykset Maamarsalkalle.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/ptk_1885_talonpojat_I/ptk_1885_talonpojat_I-0229.pdf	1	46	35	käsittelemistä ja puheenvuoro annettiin.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/ptk_1885_talonpojat_I/ptk_1885_talonpojat_I-0229.pdf	1	46	46	san edusmiesten käsiteltävinä olevia asioita. Tämän kysymyksen
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/ptk_1885_talonpojat_IV/ptk_1885_talonpojat_IV-0319.pdf	1	49	4	kunnille, agronoomeille ja piirikuntain esimiehille heidän ynnä kuver-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/ptk_1885_talonpojat_IV/ptk_1885_talonpojat_IV-0319.pdf	1	49	35	teiden lauttaamisesta, Maalisk. 24 p:ltä 1873, jotka koskevat lauttauk-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1885/ptk_1885_talonpojat_IV/ptk_1885_talonpojat_IV-0319.pdf	1	49	45	sesta sanottuun kaupunkiin, I. 422—424. L. 424. — Lvm. n:o 16.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_adeln_III/prot_1888_adeln_III-0097.pdf	1	43	2	det således med godkännande af de 2 första mom. enligt utskot-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_adeln_III/prot_1888_adeln_III-0097.pdf	1	43	15	nen, som tillägger hustru rätt att i hvarje händelse råda öfver sin
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_adeln_III/prot_1888_adeln_III-0097.pdf	1	43	21	rätt att råda ovilkorligen endast öfver sin arbetsförtjenst och på
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_adeln_III/prot_1888_adeln_III-0413.pdf	1	46	20	personsklassen är nu i detta afseende, hvad nykterheten beträffar,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_adeln_III/prot_1888_adeln_III-0413.pdf	1	46	27	16 och 17 %.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_adeln_III/prot_1888_adeln_III-0413.pdf	1	46	44	sen af 16 %. Jag medgifver att 16 % bestämningen icke är så
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_adeln_II/prot_1888_adeln_II-0120.pdf	1	42	6	finnes i klämmen formuleradt.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_adeln_II/prot_1888_adeln_II-0120.pdf	1	42	18	lunda: kan lärare på grund af gällande lag tvingas att utan sitt
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_adeln_II/prot_1888_adeln_II-0120.pdf	1	42	32	met, för att vårda någon sjuk, eller att han vill sköta någon vig-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_borgare_I/prot_1888_borgare_I-0101.pdf	1	47	4	Sverige. År 1745 hade på konsistoriernas i Wiborg och Fredriks-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_borgare_I/prot_1888_borgare_I-0101.pdf	1	47	8	utfärdade skolreglementet af år 1786 införde en väsentlig förän-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_borgare_I/prot_1888_borgare_I-0101.pdf	1	47	14	kronan lön för skoldirektorn, lokal och läromateriel för skolan,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_borgare_I/prot_1888_borgare_I-0298.pdf	1	46	3	ock enhvar annan, hvilken har skäl att deraf befara skada, berät-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_borgare_I/prot_1888_borgare_I-0298.pdf	1	46	16	vinner nej, har borgareståndet beslutit, att från tredje satsen
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_borgare_I/prot_1888_borgare_I-0298.pdf	1	46	35	och på anhållan af hr Heikel till dagens plenum bordlagda berät-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_borgare_I/prot_1888_borgare_I-0503.pdf	1	48	17	hafva icke saknats, innan utskottet kommit till den formulering,
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_borgare_I/prot_1888_borgare_I-0503.pdf	1	48	32	byggnaden var nödvändig, emedan den nu utdömda ursprungligen
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/prot_1888_borgare_I/prot_1888_borgare_I-0503.pdf	1	48	40	finnes ju dessutom en möjlighet att någon reduktion af kostna-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_papisto_II/ptk_1888_papisto_II-0680.pdf	1	41	4	Mietintö, jonka ponnet erikseen esitettiin, hyväksyttiin kes-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_papisto_II/ptk_1888_papisto_II-0680.pdf	1	41	36	ja samaa. Valtiovaliokunnan muistutuksille on niinkuin tiedetty
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_papisto_II/ptk_1888_papisto_II-0680.pdf	1	41	40	muistutusten johdosta, jotka ovat olleet valtiovaliokunnan anta-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_papisto_I/ptk_1888_papisto_I-0519.pdf	1	41	15	Toinen kohta:
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_papisto_I/ptk_1888_papisto_I-0519.pdf	1	41	18	esityksiä, ja tätä mielipidettä minäkin tahdon kannattaa, mutta se
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_papisto_I/ptk_1888_papisto_I-0519.pdf	1	41	21	kin puolin pyytäisin saada siinä kohden kannattaa armollista esi-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_papisto_I/ptk_1888_papisto_I-0658.pdf	1	47	8	af denna lags antagande icke skall kunna ega rum, skulle jag
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_papisto_I/ptk_1888_papisto_I-0658.pdf	1	47	42	tähden en käsitä mitä eroa on suoranaisen ja välillisen tarpeen
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_papisto_I/ptk_1888_papisto_I-0658.pdf	1	47	45	eli välillinen tarve lakkaa, silloin on koko sulku laitettava pois;
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_talonpojat_III/ptk_1888_talonpojat_III-0286.pdf	1	48	27	på att staten ville företaga en instrumental besigtning af banan.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_talonpojat_III/ptk_1888_talonpojat_III-0286.pdf	1	48	30	de haft någonting mer berättigadt uti sig än den nu ifrågavarande
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_talonpojat_III/ptk_1888_talonpojat_III-0286.pdf	1	48	38	en jernväg från Karis station genom Salo köping till Åbo eller
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_talonpojat_III/ptk_1888_talonpojat_III-0680.pdf	1	47	1	tähän toimeen. Minä pyydän vielä lisätä, että kun edusmiehet
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_talonpojat_III/ptk_1888_talonpojat_III-0680.pdf	1	47	21	Edusmies Mattila kannatti edusmies Häklin ehdotusta.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_talonpojat_III/ptk_1888_talonpojat_III-0680.pdf	1	47	34	valittaisiin tähän toimeen.
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_talonpojat_II/ptk_1888_talonpojat_II-0481.pdf	1	47	1	der handhafves af en s. k. byäldste, vald af byamännen i hvarje by
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_talonpojat_II/ptk_1888_talonpojat_II-0481.pdf	1	47	31	kuitenkin sillä lisäyksellä, jonka edusmies Forsman oli siihen eh-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1888/ptk_1888_talonpojat_II/ptk_1888_talonpojat_II-0481.pdf	1	47	42	onkin hyvin arveluttavaa sälyttää maamiehen niskoille toimia, jotka
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_adeln_II/prot_1891_adeln_II-0097.pdf	1	46	10	åtnjuta fullt och berättigadt förtroende. Då jag dessutom aldrig
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_adeln_II/prot_1891_adeln_II-0097.pdf	1	46	13	skulle förekommit, vill jag icke medverka till någon lagbestäm-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_adeln_II/prot_1891_adeln_II-0097.pdf	1	46	19	nu har klädts med begränsad ansvarighet för de personer, som
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_adeln_II/prot_1891_adeln_II-0432.pdf	1	38	24	Denna proposition besvarades vid härom verkställd votering
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_adeln_II/prot_1891_adeln_II-0432.pdf	1	38	30	Beträffande § 22 yttrade
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_adeln_II/prot_1891_adeln_II-0432.pdf	1	38	37	sitt distilleringsverk. Detta innebär jo en motsägelse. Med an-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_adeln_I/prot_1891_adeln_I-0401.pdf	1	47	34	antages, dennas verkan, såsom jag redan ådagalade, skulle visa
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_adeln_I/prot_1891_adeln_I-0401.pdf	1	47	37	ville förena sig om ett sådant uttalande, som förekommer i den
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_adeln_I/prot_1891_adeln_I-0401.pdf	1	47	47	underlåta att uttala min förvåning häröfver. Ty då Regeringen
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_borgare_II/prot_1891_borgare_II-0427.pdf	1	43	3	Med 32 röster mot 21 blef utskottets kläm beträffande biba-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_borgare_II/prot_1891_borgare_II-0427.pdf	1	43	20	Sideby udde, ansett önskligt att utredning skulle vinnas om hamn-
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_borgare_II/prot_1891_borgare_II-0427.pdf	1	43	29	utan meningsskiljaktighet erkänt nyttan och nödvängigheten af en
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_borgare_I/prot_1891_borgare_I-0428.pdf	1	46	31	af de handlingar, som till ekonomiutskottet, hos hvilket detta ärende
https://pdf.swedeb.se/valtiopaivat-records-pdf/1891/prot_1891_borgare_I/prot_1891_borgare_I-0428.pdf	1	46	37	synes mig utgöra ett motiv för att man, äfven om man har en
